0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"(157, 0)","(164, 7)","(55, 6)","(59, 9)","(190, 8)","(38, 9)","(43, 13)","(221, 13)","(184, 7)","(124, 13)","(57, 4)","(156, 1)","(46, 13)","(159, 3)","(32, 6)","(8, 5)","(240, 12)","(204, 13)","(139, 4)","(238, 0)","(97, 10)","(93, 10)","(22, 1)","(118, 5)","(11, 2)","(40, 0)","(26, 5)","(178, 12)","(28, 0)","(66, 11)","(18, 12)","(161, 4)","(16, 7)","(168, 1)","(103, 10)","(210, 9)","(127, 3)","(50, 10)","(198, 10)","(37, 1)","(223, 11)","(29, 11)","(63, 6)","(45, 1)","(148, 12)","(235, 9)","(181, 7)","(75, 9)","(183, 3)","(68, 3)","(149, 14)","(117, 0)","(97, 6)","(139, 3)","(181, 9)","(36, 5)","(121, 11)","(174, 5)","(113, 10)","(88, 5)","(108, 13)","(30, 7)","(56, 10)","(141, 9)","(236, 8)","(85, 1)","(57, 2)","(221, 0)","(20, 6)","(46, 7)","(193, 11)","(196, 6)","(125, 8)","(49, 7)","(235, 10)","(66, 2)","(126, 0)","(48, 8)","(155, 10)","(101, 10)","(229, 5)","(20, 7)","(102, 10)","(81, 14)","(28, 14)","(209, 5)","(158, 11)","(64, 13)","(62, 13)","(179, 13)","(130, 6)","(166, 14)","(127, 4)","(69, 2)","(84, 8)","(109, 9)","(118, 9)","(220, 8)","(116, 1)","(1, 7)"
"(157, 14)","(164, 11)","(55, 4)","(59, 1)","(190, 9)","(38, 8)","(43, 14)","(221, 11)","(184, 9)","(124, 14)","(57, 3)","(156, 14)","(46, 14)","(159, 14)","(32, 10)","(8, 3)","(240, 4)","(204, 7)","(139, 14)","(238, 12)","(97, 1)","(93, 12)","(22, 10)","(118, 0)","(11, 3)","(40, 3)","(26, 1)","(178, 0)","(28, 8)","(66, 8)","(18, 6)","(161, 2)","(16, 13)","(168, 13)","(103, 5)","(210, 12)","(127, 9)","(50, 9)","(198, 1)","(37, 4)","(223, 8)","(29, 3)","(63, 14)","(45, 11)","(148, 7)","(235, 8)","(181, 14)","(75, 5)","(183, 9)","(68, 6)","(149, 13)","(117, 5)","(97, 6)","(139, 3)","(181, 7)","(36, 1)","(121, 7)","(174, 6)","(113, 8)","(88, 12)","(108, 9)","(30, 13)","(56, 9)","(141, 2)","(236, 14)","(85, 11)","(57, 4)","(221, 12)","(20, 4)","(46, 7)","(193, 7)","(196, 12)","(125, 11)","(49, 11)","(235, 10)","(66, 2)","(126, 5)","(48, 3)","(155, 5)","(101, 8)","(229, 9)","(20, 13)","(102, 3)","(81, 2)","(28, 1)","(209, 3)","(158, 14)","(64, 0)","(62, 9)","(179, 6)","(130, 1)","(166, 2)","(127, 9)","(69, 14)","(84, 13)","(109, 4)","(118, 11)","(220, 3)","(116, 7)","(1, 8)"
"(157, 2)","(164, 6)","(55, 7)","(59, 6)","(190, 11)","(38, 0)","(43, 2)","(221, 5)","(184, 12)","(124, 6)","(57, 10)","(156, 7)","(46, 9)","(159, 2)","(32, 5)","(8, 9)","(240, 9)","(204, 10)","(139, 11)","(238, 5)","(97, 13)","(93, 11)","(22, 6)","(118, 8)","(11, 10)","(40, 12)","(26, 7)","(178, 9)","(28, 14)","(66, 7)","(18, 3)","(161, 13)","(16, 10)","(168, 6)","(103, 14)","(210, 4)","(127, 1)","(50, 11)","(198, 2)","(37, 8)","(223, 12)","(29, 6)","(63, 8)","(45, 12)","(148, 4)","(235, 12)","(181, 8)","(75, 7)","(183, 14)","(68, 10)","(149, 10)","(117, 6)","(97, 8)","(139, 3)","(181, 6)","(36, 3)","(121, 3)","(174, 2)","(113, 8)","(88, 8)","(108, 12)","(30, 12)","(56, 11)","(141, 4)","(236, 1)","(85, 2)","(57, 5)","(221, 9)","(20, 10)","(46, 4)","(193, 0)","(196, 0)","(125, 14)","(49, 13)","(235, 9)","(66, 0)","(126, 7)","(48, 5)","(155, 14)","(101, 14)","(229, 6)","(20, 3)","(102, 7)","(81, 9)","(28, 2)","(209, 1)","(158, 12)","(64, 7)","(62, 8)","(179, 7)","(130, 9)","(166, 12)","(127, 9)","(69, 0)","(84, 4)","(109, 14)","(118, 7)","(220, 14)","(116, 9)","(1, 13)"
"(157, 7)","(164, 13)","(55, 2)","(59, 8)","(190, 3)","(38, 7)","(43, 8)","(221, 9)","(184, 5)","(124, 12)","(57, 11)","(156, 3)","(46, 3)","(159, 9)","(32, 9)","(8, 10)","(240, 14)","(204, 14)","(139, 6)","(238, 10)","(97, 9)","(93, 13)","(22, 13)","(118, 7)","(11, 6)","(40, 14)","(26, 8)","(178, 5)","(28, 4)","(66, 6)","(18, 10)","(161, 8)","(16, 0)","(168, 14)","(103, 8)","(210, 8)","(127, 7)","(50, 6)","(198, 4)","(37, 10)","(223, 4)","(29, 14)","(63, 7)","(45, 13)","(148, 1)","(235, 6)","(181, 10)","(75, 11)","(183, 13)","(68, 8)","(149, 3)","(117, 3)","(97, 8)","(139, 6)","(181, 6)","(36, 10)","(121, 6)","(174, 7)","(113, 12)","(88, 7)","(108, 6)","(30, 4)","(56, 7)","(141, 1)","(236, 4)","(85, 0)","(57, 8)","(221, 10)","(20, 7)","(46, 4)","(193, 5)","(196, 13)","(125, 10)","(49, 14)","(235, 9)","(66, 2)","(126, 9)","(48, 11)","(155, 9)","(101, 12)","(229, 0)","(20, 2)","(102, 9)","(81, 7)","(28, 3)","(209, 9)","(158, 9)","(64, 10)","(62, 7)","(179, 11)","(130, 10)","(166, 1)","(127, 11)","(69, 8)","(84, 10)","(109, 1)","(118, 10)","(220, 13)","(116, 11)","(1, 6)"
"(157, 6)","(164, 3)","(55, 10)","(59, 4)","(190, 10)","(38, 2)","(43, 11)","(221, 10)","(184, 2)","(124, 0)","(57, 7)","(156, 2)","(46, 11)","(159, 8)","(32, 3)","(8, 11)","(240, 12)","(204, 2)","(139, 3)","(238, 7)","(97, 11)","(93, 5)","(22, 12)","(118, 4)","(11, 0)","(40, 9)","(26, 6)","(178, 11)","(28, 12)","(66, 3)","(18, 2)","(161, 12)","(16, 3)","(168, 10)","(103, 6)","(210, 10)","(127, 6)","(50, 5)","(198, 0)","(37, 7)","(223, 10)","(29, 9)","(63, 13)","(45, 9)","(148, 6)","(235, 7)","(181, 12)","(75, 1)","(183, 10)","(68, 2)","(149, 13)","(117, 2)","(97, 12)","(139, 1)","(181, 9)","(36, 6)","(121, 7)","(174, 0)","(113, 10)","(88, 9)","(108, 13)","(30, 9)","(56, 4)","(141, 11)","(236, 3)","(85, 10)","(57, 8)","(221, 9)","(20, 2)","(46, 11)","(193, 1)","(196, 14)","(125, 7)","(49, 5)","(235, 7)","(66, 6)","(126, 14)","(48, 4)","(155, 6)","(101, 0)","(229, 14)","(20, 0)","(102, 13)","(81, 1)","(28, 6)","(209, 13)","(158, 1)","(64, 12)","(62, 1)","(179, 4)","(130, 13)","(166, 9)","(127, 0)","(69, 1)","(84, 12)","(109, 13)","(118, 10)","(220, 2)","(116, 14)","(1, 5)"
"(157, 9)","(164, 10)","(55, 9)","(59, 11)","(190, 0)","(38, 4)","(43, 10)","(221, 0)","(184, 8)","(124, 7)","(57, 14)","(156, 9)","(46, 4)","(159, 1)","(32, 8)","(8, 1)","(240, 3)","(204, 4)","(139, 9)","(238, 4)","(97, 12)","(93, 9)","(22, 8)","(118, 0)","(11, 12)","(40, 6)","(26, 7)","(178, 1)","(28, 1)","(66, 10)","(18, 0)","(161, 3)","(16, 5)","(168, 12)","(103, 8)","(210, 2)","(127, 9)","(50, 8)","(198, 5)","(37, 3)","(223, 1)","(29, 2)","(63, 1)","(45, 1)","(148, 9)","(235, 10)","(181, 3)","(75, 4)","(183, 4)","(68, 7)","(149, 2)","(117, 9)","(97, 10)","(139, 13)","(181, 11)","(36, 14)","(121, 12)","(174, 14)","(113, 14)","(88, 0)","(108, 3)","(30, 0)","(56, 14)","(141, 3)","(236, 0)","(85, 8)","(57, 14)","(221, 6)","(20, 4)","(46, 14)","(193, 9)","(196, 5)","(125, 2)","(49, 4)","(235, 9)","(66, 13)","(126, 11)","(48, 1)","(155, 2)","(101, 13)","(229, 0)","(20, 9)","(102, 5)","(81, 5)","(28, 1)","(209, 8)","(158, 13)","(64, 3)","(62, 11)","(179, 8)","(130, 14)","(166, 4)","(127, 0)","(69, 4)","(84, 6)","(109, 3)","(118, 10)","(220, 4)","(116, 10)","(1, 10)"
"(157, 4)","(164, 1)","(55, 5)","(59, 12)","(190, 2)","(38, 13)","(43, 6)","(221, 11)","(184, 14)","(124, 5)","(57, 5)","(156, 8)","(46, 10)","(159, 6)","(32, 12)","(8, 0)","(240, 13)","(204, 9)","(139, 14)","(238, 11)","(97, 7)","(93, 9)","(22, 14)","(118, 2)","(11, 13)","(40, 5)","(26, 10)","(178, 8)","(28, 9)","(66, 5)","(18, 14)","(161, 10)","(16, 4)","(168, 7)","(103, 11)","(210, 6)","(127, 8)","(50, 14)","(198, 13)","(37, 13)","(223, 3)","(29, 5)","(63, 4)","(45, 7)","(148, 13)","(235, 3)","(181, 14)","(75, 14)","(183, 2)","(68, 4)","(149, 1)","(117, 5)","(97, 6)","(139, 13)","(181, 12)","(36, 12)","(121, 5)","(174, 11)","(113, 8)","(88, 6)","(108, 10)","(30, 14)","(56, 8)","(141, 7)","(236, 10)","(85, 5)","(57, 14)","(221, 13)","(20, 11)","(46, 14)","(193, 8)","(196, 9)","(125, 12)","(49, 0)","(235, 4)","(66, 9)","(126, 3)","(48, 0)","(155, 4)","(101, 0)","(229, 10)","(20, 12)","(102, 5)","(81, 9)","(28, 1)","(209, 2)","(158, 3)","(64, 5)","(62, 4)","(179, 0)","(130, 10)","(166, 3)","(127, 1)","(69, 9)","(84, 3)","(109, 10)","(118, 2)","(220, 6)","(116, 6)","(1, 3)"
"(157, 5)","(164, 5)","(55, 12)","(59, 2)","(190, 7)","(38, 6)","(43, 4)","(221, 6)","(184, 3)","(124, 8)","(57, 2)","(156, 13)","(46, 8)","(159, 11)","(32, 13)","(8, 14)","(240, 2)","(204, 3)","(139, 4)","(238, 2)","(97, 3)","(93, 8)","(22, 9)","(118, 13)","(11, 5)","(40, 10)","(26, 2)","(178, 0)","(28, 11)","(66, 9)","(18, 9)","(161, 3)","(16, 3)","(168, 9)","(103, 10)","(210, 12)","(127, 4)","(50, 13)","(198, 6)","(37, 2)","(223, 6)","(29, 8)","(63, 5)","(45, 8)","(148, 1)","(235, 9)","(181, 9)","(75, 10)","(183, 7)","(68, 9)","(149, 0)","(117, 13)","(97, 0)","(139, 3)","(181, 0)","(36, 0)","(121, 0)","(174, 2)","(113, 4)","(88, 13)","(108, 1)","(30, 3)","(56, 5)","(141, 9)","(236, 14)","(85, 7)","(57, 0)","(221, 5)","(20, 14)","(46, 14)","(193, 4)","(196, 10)","(125, 5)","(49, 8)","(235, 4)","(66, 0)","(126, 10)","(48, 7)","(155, 12)","(101, 12)","(229, 3)","(20, 10)","(102, 1)","(81, 4)","(28, 1)","(209, 7)","(158, 4)","(64, 1)","(62, 2)","(179, 10)","(130, 13)","(166, 0)","(127, 3)","(69, 3)","(84, 2)","(109, 7)","(118, 8)","(220, 4)","(116, 2)","(1, 1)"
"(157, 3)","(164, 13)","(55, 1)","(59, 13)","(190, 4)","(38, 3)","(43, 0)","(221, 12)","(184, 9)","(124, 3)","(57, 1)","(156, 0)","(46, 6)","(159, 4)","(32, 7)","(8, 11)","(240, 4)","(204, 13)","(139, 6)","(238, 1)","(97, 14)","(93, 2)","(22, 11)","(118, 1)","(11, 4)","(40, 4)","(26, 5)","(178, 10)","(28, 13)","(66, 4)","(18, 8)","(161, 8)","(16, 10)","(168, 4)","(103, 9)","(210, 9)","(127, 2)","(50, 12)","(198, 3)","(37, 12)","(223, 14)","(29, 0)","(63, 7)","(45, 5)","(148, 12)","(235, 14)","(181, 13)","(75, 6)","(183, 1)","(68, 12)","(149, 8)","(117, 7)","(97, 13)","(139, 8)","(181, 0)","(36, 2)","(121, 14)","(174, 1)","(113, 12)","(88, 7)","(108, 7)","(30, 8)","(56, 2)","(141, 8)","(236, 0)","(85, 0)","(57, 3)","(221, 4)","(20, 10)","(46, 13)","(193, 10)","(196, 3)","(125, 14)","(49, 2)","(235, 6)","(66, 8)","(126, 8)","(48, 13)","(155, 3)","(101, 1)","(229, 12)","(20, 14)","(102, 12)","(81, 11)","(28, 2)","(209, 10)","(158, 2)","(64, 14)","(62, 12)","(179, 3)","(130, 2)","(166, 6)","(127, 7)","(69, 13)","(84, 12)","(109, 4)","(118, 14)","(220, 14)","(116, 4)","(1, 5)"
"(157, 8)","(164, 0)","(55, 4)","(59, 14)","(190, 5)","(38, 1)","(43, 11)","(221, 0)","(184, 8)","(124, 0)","(57, 13)","(156, 10)","(46, 9)","(159, 7)","(32, 2)","(8, 7)","(240, 8)","(204, 1)","(139, 10)","(238, 6)","(97, 13)","(93, 4)","(22, 7)","(118, 3)","(11, 3)","(40, 2)","(26, 0)","(178, 1)","(28, 0)","(66, 0)","(18, 4)","(161, 10)","(16, 9)","(168, 2)","(103, 12)","(210, 1)","(127, 5)","(50, 7)","(198, 12)","(37, 11)","(223, 0)","(29, 9)","(63, 2)","(45, 2)","(148, 0)","(235, 2)","(181, 0)","(75, 2)","(183, 6)","(68, 8)","(149, 5)","(117, 5)","(97, 14)","(139, 0)","(181, 0)","(36, 13)","(121, 1)","(174, 12)","(113, 0)","(88, 2)","(108, 8)","(30, 0)","(56, 13)","(141, 14)","(236, 12)","(85, 1)","(57, 7)","(221, 14)","(20, 3)","(46, 12)","(193, 2)","(196, 12)","(125, 13)","(49, 9)","(235, 14)","(66, 8)","(126, 7)","(48, 9)","(155, 7)","(101, 4)","(229, 11)","(20, 4)","(102, 0)","(81, 0)","(28, 14)","(209, 1)","(158, 6)","(64, 10)","(62, 14)","(179, 1)","(130, 9)","(166, 11)","(127, 14)","(69, 12)","(84, 7)","(109, 1)","(118, 13)","(220, 5)","(116, 5)","(1, 12)"
"(157, 1)","(164, 11)","(55, 6)","(59, 1)","(190, 8)","(38, 11)","(43, 3)","(221, 14)","(184, 14)","(124, 1)","(57, 9)","(156, 12)","(46, 12)","(159, 12)","(32, 4)","(8, 13)","(240, 1)","(204, 11)","(139, 5)","(238, 3)","(97, 1)","(93, 11)","(22, 12)","(118, 11)","(11, 11)","(40, 1)","(26, 14)","(178, 2)","(28, 10)","(66, 12)","(18, 1)","(161, 11)","(16, 1)","(168, 13)","(103, 3)","(210, 2)","(127, 4)","(50, 6)","(198, 4)","(37, 7)","(223, 9)","(29, 13)","(63, 11)","(45, 14)","(148, 5)","(235, 6)","(181, 11)","(75, 11)","(183, 5)","(68, 2)","(149, 4)","(117, 11)","(97, 8)","(139, 5)","(181, 10)","(36, 8)","(121, 4)","(174, 8)","(113, 3)","(88, 6)","(108, 4)","(30, 6)","(56, 6)","(141, 13)","(236, 6)","(85, 9)","(57, 12)","(221, 1)","(20, 9)","(46, 14)","(193, 12)","(196, 7)","(125, 1)","(49, 1)","(235, 14)","(66, 8)","(126, 13)","(48, 14)","(155, 8)","(101, 9)","(229, 4)","(20, 11)","(102, 2)","(81, 3)","(28, 1)","(209, 12)","(158, 5)","(64, 4)","(62, 5)","(179, 9)","(130, 14)","(166, 5)","(127, 14)","(69, 3)","(84, 6)","(109, 12)","(118, 1)","(220, 11)","(116, 0)","(1, 7)"
"(157, 12)","(164, 8)","(55, 13)","(59, 5)","(190, 14)","(38, 0)","(43, 5)","(221, 12)","(184, 6)","(124, 10)","(57, 10)","(156, 1)","(46, 6)","(159, 2)","(32, 0)","(8, 2)","(240, 10)","(204, 8)","(139, 2)","(238, 2)","(97, 12)","(93, 7)","(22, 10)","(118, 9)","(11, 13)","(40, 5)","(26, 7)","(178, 6)","(28, 13)","(66, 1)","(18, 0)","(161, 1)","(16, 5)","(168, 0)","(103, 9)","(210, 0)","(127, 6)","(50, 5)","(198, 7)","(37, 10)","(223, 13)","(29, 7)","(63, 1)","(45, 11)","(148, 10)","(235, 14)","(181, 4)","(75, 13)","(183, 11)","(68, 5)","(149, 11)","(117, 2)","(97, 14)","(139, 10)","(181, 13)","(36, 7)","(121, 11)","(174, 1)","(113, 2)","(88, 10)","(108, 14)","(30, 5)","(56, 0)","(141, 14)","(236, 10)","(85, 4)","(57, 7)","(221, 1)","(20, 6)","(46, 14)","(193, 2)","(196, 13)","(125, 14)","(49, 7)","(235, 9)","(66, 2)","(126, 4)","(48, 14)","(155, 2)","(101, 2)","(229, 12)","(20, 2)","(102, 6)","(81, 8)","(28, 14)","(209, 0)","(158, 0)","(64, 6)","(62, 3)","(179, 14)","(130, 2)","(166, 13)","(127, 8)","(69, 11)","(84, 9)","(109, 0)","(118, 1)","(220, 6)","(116, 6)","(1, 5)"
"(157, 11)","(164, 14)","(55, 11)","(59, 6)","(190, 0)","(38, 10)","(43, 7)","(221, 8)","(184, 5)","(124, 12)","(57, 14)","(156, 9)","(46, 7)","(159, 6)","(32, 7)","(8, 6)","(240, 5)","(204, 5)","(139, 1)","(238, 3)","(97, 2)","(93, 13)","(22, 12)","(118, 6)","(11, 1)","(40, 11)","(26, 4)","(178, 13)","(28, 4)","(66, 9)","(18, 5)","(161, 9)","(16, 11)","(168, 3)","(103, 13)","(210, 3)","(127, 13)","(50, 11)","(198, 14)","(37, 5)","(223, 2)","(29, 2)","(63, 6)","(45, 4)","(148, 7)","(235, 4)","(181, 2)","(75, 1)","(183, 2)","(68, 13)","(149, 1)","(117, 14)","(97, 1)","(139, 2)","(181, 14)","(36, 12)","(121, 12)","(174, 9)","(113, 9)","(88, 4)","(108, 2)","(30, 5)","(56, 12)","(141, 5)","(236, 13)","(85, 3)","(57, 10)","(221, 11)","(20, 8)","(46, 14)","(193, 8)","(196, 13)","(125, 14)","(49, 14)","(235, 12)","(66, 2)","(126, 1)","(48, 6)","(155, 7)","(101, 3)","(229, 2)","(20, 8)","(102, 5)","(81, 13)","(28, 0)","(209, 4)","(158, 8)","(64, 0)","(62, 3)","(179, 5)","(130, 7)","(166, 8)","(127, 9)","(69, 0)","(84, 3)","(109, 13)","(118, 14)","(220, 9)","(116, 1)","(1, 2)"
"(157, 0)","(164, 7)","(55, 4)","(59, 3)","(190, 6)","(38, 14)","(43, 7)","(221, 6)","(184, 11)","(124, 9)","(57, 8)","(156, 3)","(46, 0)","(159, 0)","(32, 3)","(8, 8)","(240, 11)","(204, 2)","(139, 12)","(238, 13)","(97, 0)","(93, 12)","(22, 2)","(118, 12)","(11, 7)","(40, 8)","(26, 1)","(178, 7)","(28, 9)","(66, 10)","(18, 12)","(161, 6)","(16, 10)","(168, 5)","(103, 2)","(210, 5)","(127, 10)","(50, 8)","(198, 8)","(37, 11)","(223, 0)","(29, 11)","(63, 10)","(45, 10)","(148, 14)","(235, 11)","(181, 1)","(75, 7)","(183, 5)","(68, 11)","(149, 14)","(117, 6)","(97, 1)","(139, 14)","(181, 3)","(36, 9)","(121, 0)","(174, 3)","(113, 1)","(88, 14)","(108, 6)","(30, 13)","(56, 5)","(141, 12)","(236, 14)","(85, 14)","(57, 1)","(221, 1)","(20, 13)","(46, 14)","(193, 10)","(196, 11)","(125, 9)","(49, 6)","(235, 12)","(66, 11)","(126, 12)","(48, 11)","(155, 13)","(101, 13)","(229, 7)","(20, 3)","(102, 4)","(81, 6)","(28, 14)","(209, 11)","(158, 13)","(64, 3)","(62, 14)","(179, 2)","(130, 4)","(166, 3)","(127, 6)","(69, 2)","(84, 12)","(109, 5)","(118, 5)","(220, 5)","(116, 11)","(1, 6)"
"(157, 14)","(164, 11)","(55, 14)","(59, 4)","(190, 2)","(38, 3)","(43, 0)","(221, 13)","(184, 13)","(124, 2)","(57, 6)","(156, 7)","(46, 3)","(159, 10)","(32, 12)","(8, 4)","(240, 7)","(204, 3)","(139, 9)","(238, 14)","(97, 1)","(93, 3)","(22, 10)","(118, 13)","(11, 11)","(40, 12)","(26, 11)","(178, 9)","(28, 6)","(66, 5)","(18, 14)","(161, 3)","(16, 4)","(168, 1)","(103, 1)","(210, 14)","(127, 8)","(50, 4)","(198, 9)","(37, 6)","(223, 7)","(29, 8)","(63, 4)","(45, 12)","(148, 13)","(235, 5)","(181, 5)","(75, 3)","(183, 7)","(68, 1)","(149, 7)","(117, 12)","(97, 3)","(139, 12)","(181, 6)","(36, 2)","(121, 9)","(174, 5)","(113, 11)","(88, 10)","(108, 0)","(30, 2)","(56, 2)","(141, 10)","(236, 9)","(85, 12)","(57, 9)","(221, 2)","(20, 1)","(46, 14)","(193, 6)","(196, 3)","(125, 11)","(49, 13)","(235, 0)","(66, 7)","(126, 14)","(48, 12)","(155, 2)","(101, 7)","(229, 11)","(20, 3)","(102, 11)","(81, 14)","(28, 2)","(209, 3)","(158, 12)","(64, 12)","(62, 5)","(179, 13)","(130, 11)","(166, 6)","(127, 2)","(69, 7)","(84, 7)","(109, 2)","(118, 4)","(220, 12)","(116, 3)","(1, 11)"
"(157, 4)","(164, 10)","(55, 11)","(59, 9)","(190, 13)","(38, 12)","(43, 12)","(221, 4)","(184, 4)","(124, 4)","(57, 10)","(156, 8)","(46, 5)","(159, 1)","(32, 10)","(8, 1)","(240, 13)","(204, 6)","(139, 7)","(238, 2)","(97, 6)","(93, 1)","(22, 1)","(118, 4)","(11, 13)","(40, 8)","(26, 14)","(178, 4)","(28, 10)","(66, 14)","(18, 14)","(161, 0)","(16, 0)","(168, 4)","(103, 4)","(210, 7)","(127, 12)","(50, 1)","(198, 6)","(37, 13)","(223, 8)","(29, 6)","(63, 3)","(45, 11)","(148, 9)","(235, 13)","(181, 0)","(75, 0)","(183, 5)","(68, 3)","(149, 9)","(117, 2)","(97, 5)","(139, 1)","(181, 5)","(36, 11)","(121, 3)","(174, 13)","(113, 4)","(88, 1)","(108, 1)","(30, 12)","(56, 6)","(141, 0)","(236, 7)","(85, 0)","(57, 9)","(221, 3)","(20, 14)","(46, 6)","(193, 13)","(196, 8)","(125, 6)","(49, 10)","(235, 13)","(66, 13)","(126, 11)","(48, 8)","(155, 1)","(101, 1)","(229, 13)","(20, 3)","(102, 8)","(81, 1)","(28, 5)","(209, 3)","(158, 7)","(64, 8)","(62, 10)","(179, 7)","(130, 5)","(166, 10)","(127, 10)","(69, 9)","(84, 0)","(109, 8)","(118, 11)","(220, 1)","(116, 13)","(1, 8)"
"(157, 13)","(164, 4)","(55, 10)","(59, 7)","(190, 12)","(38, 1)","(43, 8)","(221, 3)","(184, 7)","(124, 11)","(57, 0)","(156, 6)","(46, 2)","(159, 2)","(32, 1)","(8, 0)","(240, 6)","(204, 0)","(139, 0)","(238, 0)","(97, 8)","(93, 6)","(22, 11)","(118, 8)","(11, 8)","(40, 9)","(26, 3)","(178, 2)","(28, 12)","(66, 11)","(18, 7)","(161, 11)","(16, 12)","(168, 8)","(103, 0)","(210, 8)","(127, 14)","(50, 3)","(198, 2)","(37, 3)","(223, 11)","(29, 0)","(63, 0)","(45, 13)","(148, 3)","(235, 1)","(181, 8)","(75, 10)","(183, 1)","(68, 8)","(149, 10)","(117, 10)","(97, 9)","(139, 4)","(181, 7)","(36, 5)","(121, 12)","(174, 10)","(113, 6)","(88, 0)","(108, 7)","(30, 0)","(56, 1)","(141, 7)","(236, 5)","(85, 10)","(57, 2)","(221, 9)","(20, 0)","(46, 9)","(193, 3)","(196, 2)","(125, 4)","(49, 12)","(235, 13)","(66, 11)","(126, 0)","(48, 0)","(155, 13)","(101, 10)","(229, 11)","(20, 5)","(102, 11)","(81, 2)","(28, 12)","(209, 2)","(158, 10)","(64, 2)","(62, 0)","(179, 2)","(130, 3)","(166, 5)","(127, 0)","(69, 6)","(84, 1)","(109, 3)","(118, 7)","(220, 14)","(116, 12)","(1, 0)"
"(157, 10)","(164, 12)","(55, 13)","(59, 14)","(190, 9)","(38, 2)","(43, 1)","(221, 2)","(184, 4)","(124, 3)","(57, 4)","(156, 5)","(46, 1)","(159, 7)","(32, 14)","(8, 12)","(240, 3)","(204, 12)","(139, 13)","(238, 1)","(97, 9)","(93, 7)","(22, 14)","(118, 14)","(11, 3)","(40, 3)","(26, 10)","(178, 11)","(28, 3)","(66, 9)","(18, 13)","(161, 14)","(16, 14)","(168, 1)","(103, 7)","(210, 11)","(127, 0)","(50, 2)","(198, 11)","(37, 14)","(223, 14)","(29, 10)","(63, 8)","(45, 6)","(148, 11)","(235, 10)","(181, 7)","(75, 6)","(183, 11)","(68, 0)","(149, 2)","(117, 14)","(97, 3)","(139, 6)","(181, 10)","(36, 13)","(121, 4)","(174, 11)","(113, 0)","(88, 9)","(108, 14)","(30, 3)","(56, 5)","(141, 3)","(236, 11)","(85, 13)","(57, 13)","(221, 8)","(20, 12)","(46, 9)","(193, 7)","(196, 4)","(125, 9)","(49, 13)","(235, 11)","(66, 2)","(126, 5)","(48, 3)","(155, 0)","(101, 11)","(229, 14)","(20, 2)","(102, 3)","(81, 9)","(28, 11)","(209, 14)","(158, 9)","(64, 13)","(62, 13)","(179, 14)","(130, 6)","(166, 12)","(127, 1)","(69, 4)","(84, 5)","(109, 6)","(118, 10)","(220, 11)","(116, 9)","(1, 5)"
"(157, 1)","(164, 2)","(55, 8)","(59, 0)","(190, 1)","(38, 9)","(43, 10)","(221, 7)","(184, 6)","(124, 14)","(57, 3)","(156, 4)","(46, 4)","(159, 5)","(32, 11)","(8, 3)","(240, 11)","(204, 2)","(139, 8)","(238, 11)","(97, 5)","(93, 0)","(22, 5)","(118, 6)","(11, 14)","(40, 10)","(26, 12)","(178, 10)","(28, 7)","(66, 6)","(18, 3)","(161, 9)","(16, 6)","(168, 4)","(103, 1)","(210, 3)","(127, 3)","(50, 0)","(198, 10)","(37, 7)","(223, 10)","(29, 1)","(63, 9)","(45, 10)","(148, 12)","(235, 8)","(181, 10)","(75, 0)","(183, 9)","(68, 10)","(149, 12)","(117, 2)","(97, 3)","(139, 13)","(181, 9)","(36, 4)","(121, 6)","(174, 7)","(113, 1)","(88, 3)","(108, 8)","(30, 13)","(56, 12)","(141, 6)","(236, 1)","(85, 11)","(57, 13)","(221, 0)","(20, 6)","(46, 8)","(193, 0)","(196, 11)","(125, 7)","(49, 12)","(235, 6)","(66, 2)","(126, 12)","(48, 2)","(155, 10)","(101, 2)","(229, 3)","(20, 2)","(102, 7)","(81, 4)","(28, 13)","(209, 4)","(158, 1)","(64, 12)","(62, 11)","(179, 11)","(130, 2)","(166, 2)","(127, 12)","(69, 5)","(84, 14)","(109, 10)","(118, 6)","(220, 4)","(116, 9)","(1, 9)"
